*** 令和６年度 設問別得点率及び正答率 ***,,,,,
問題区分＝本試験,人数＝433173,平均正答率＝0.6031,,,
科目＝国語,総平均点＝116.50,,,,
大問,解答番号,平均点,配点,得点率,正答率
4,ｿ-ﾀ,0.484,2,0.2418,0.2418
4,ﾁ,0.527,2,0.2637,0.2637
4,ﾂ,0.582,2,0.2912,0.2912
4,ﾃ-ﾄ,0.775,3,0.2582,0.2582
4,ﾅ-ﾆ,0.742,3,0.2473,0.2473
4,ﾇ,0.725,1,0.7253,0.7253
4,ﾈ,0.341,1,0.3407,0.3407
4,ﾉ-ﾊ,0.78,2,0.3901,0.3901
問題区分＝本試験,人数＝17949,平均正答率＝0.5815,,,
科目＝物理基礎,総平均点＝28.72,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,8.81,16,0.5506,0.5506
1,1,2.181,4,0.5453,0.5453
1,2,1.919,4,0.4798,0.4798
1,3,1.998,4,0.4996,0.4996
1,4,2.711,4,0.6778,0.6778
2,合計,9.816,18,0.5453,0.5467
2,5,1.508,3,0.5028,0.5028
2,6,1.736,4,0.434,0.434
2,7,1.82,4,0.455,0.455
2,8,2.907,4,0.7267,0.7267
2,9,1.845,3,0.6149,0.6149
3,合計,10.09,16,0.6307,0.631
3,10,1.777,3,0.5922,0.5922
3,11-13,2.422,3,0.8073,0.8073
3,14,1.238,2,0.619,0.619
3,15,1.297,2,0.6484,0.6484
3,16,1.9,3,0.6334,0.6334
3,17,1.457,3,0.4857,0.4857
問題区分＝本試験,人数＝92894,平均正答率＝0.5578,,,
科目＝化学基礎,総平均点＝27.31,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,15.595,30,0.5198,0.5298
1,1,1.046,2,0.5232,0.5232
1,2,1.726,3,0.5753,0.5753
1,3,1.073,3,0.3577,0.3577
1,4,2.382,3,0.7939,0.7939
1,5,0.941,3,0.3136,0.3136
1,6,1.603,3,0.5345,0.5345
1,7,1.901,3,0.6336,0.6336
1,8,1.558,3,0.5195,0.5195
1,9,2.466,3,0.822,0.822
1,10,0.899,4,0.2247,0.2247
2,合計,11.711,20,0.5855,0.5979
2,11,1.626,3,0.542,0.542
2,12,1.402,3,0.4674,0.4674
2,13,1.552,3,0.5172,0.5172
2,14-15,2.389,3,0.7964,0.7964
2,16,1.219,2,0.6094,0.6094
2,17,1.489,2,0.7445,0.7445
2,18,2.034,4,0.5085,0.5085
問題区分＝本試験,人数＝115318,平均正答率＝0.6367,,,
科目＝生物基礎,総平均点＝31.57,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,9.429,17,0.5546,0.5612
1,1,2.397,3,0.799,0.799
1,2,1.93,4,0.4825,0.4825
1,3,2.116,4,0.5289,0.5289
1,4,1.47,3,0.4901,0.4901
1,5,1.516,3,0.5053,0.5053
2,合計,10.704,18,0.5946,0.5946
2,6,2.218,3,0.7394,0.7394
2,7,2.303,3,0.7675,0.7675
2,8,1.583,3,0.5276,0.5276
2,9,1.674,3,0.558,0.558
2,10,2.15,3,0.7166,0.7166
2,11,0.777,3,0.2588,0.2588
3,合計,11.441,15,0.7627,0.7627
3,12,1.768,3,0.5893,0.5893
3,13,1.538,3,0.5126,0.5126
3,14,2.732,3,0.9106,0.9106
3,15,2.618,3,0.8726,0.8726
3,16,2.785,3,0.9285,0.9285
問題区分＝本試験,人数＝43372,平均正答率＝0.7080,,,
科目＝地学基礎,総平均点＝35.56,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,14.26,20,0.713,0.7089
1,1,2.654,4,0.6636,0.6636
1,2,2.528,3,0.8425,0.8425
1,3,1.814,3,0.6045,0.6045
1,4,3.347,4,0.8368,0.8368
1,5,2.479,3,0.8264,0.8264
1,6,1.438,3,0.4793,0.4793
2,合計,7.705,10,0.7705,0.7814
2,7,2.937,3,0.9792,0.9792
2,8,2.077,3,0.6924,0.6924
2,9,2.69,4,0.6725,0.6725
3,合計,5.94,10,0.594,0.5855
3,10,2.682,4,0.6704,0.6704
3,11,2.189,3,0.7297,0.7297
3,12,1.069,3,0.3565,0.3565
4,合計,7.655,10,0.7655,0.7553
4,13,2.115,3,0.7051,0.7051
4,14,3.43,4,0.8575,0.8575
4,15,2.11,3,0.7033,0.7033
問題区分＝本試験,人数＝142525,平均正答率＝0.6227,,,
科目＝物理,総平均点＝62.97,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,13.343,25,0.5337,0.5216
1,1,2.845,5,0.569,0.569
1,2,2.447,3,0.8157,0.8157
1,3,0.449,2,0.2243,0.2243
1,4,1.901,5,0.3803,0.3803
1,5,2.283,5,0.4566,0.4566
1,6,3.418,5,0.6836,0.6836
2,合計,16.883,25,0.6753,0.6701
2,7,4.256,5,0.8512,0.8512
2,8,2.422,3,0.8075,0.8075
2,9,2.075,3,0.6916,0.6916
2,10,3.235,5,0.647,0.647
2,11,3.247,5,0.6495,0.6116
2,12,1.647,4,0.4118,0.4118
3,合計,18.612,25,0.7445,0.7445
3,13,3.275,5,0.655,0.655
3,14,4.303,5,0.8605,0.8605
3,15,3.523,5,0.7045,0.7045
3,16,3.926,5,0.7851,0.7851
3,17,3.586,5,0.7173,0.7173
4,合計,14.134,25,0.5654,0.5654
4,18,3.075,5,0.615,0.615
4,19,3.732,5,0.7464,0.7464
4,20,2.181,5,0.4363,0.4363
4,21,2.849,5,0.5698,0.5698
4,22,2.297,5,0.4594,0.4594
問題区分＝本試験,人数＝180779,平均正答率＝0.5531,,,
科目＝化学,総平均点＝54.77,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,12.591,20,0.6296,0.6488
1,1,2.195,3,0.7318,0.7318
1,2,1.698,4,0.4245,0.4245
1,3,1.633,3,0.5445,0.5445
1,4,2.702,3,0.9006,0.9006
1,5,2.407,3,0.8022,0.8022
1,6,1.956,4,0.489,0.489
2,合計,9.813,20,0.4906,0.4949
2,7,2.105,3,0.7016,0.7016
2,8,2.23,3,0.7434,0.7434
2,9,0.732,3,0.2441,0.2441
2,10,1.664,4,0.4161,0.4161
2,11,1.954,4,0.4885,0.4885
2,12,1.127,3,0.3757,0.3757
3,合計,9.986,20,0.4993,0.4974
3,13-14,2.288,4,0.572,0.572
3,15,1.539,3,0.513,0.513
3,16,0.739,2,0.3695,0.3695
3,17,1.325,2,0.6624,0.6624
3,18,1.873,3,0.6242,0.6242
3,19,0.875,3,0.2917,0.2917
3,20,1.348,3,0.4493,0.4493
4,合計,12.06,20,0.603,0.6112
4,21,2.369,4,0.5923,0.5923
4,22,2.298,3,0.7661,0.7661
4,23,1.861,4,0.4653,0.4653
4,24,1.664,3,0.5547,0.5547
4,25,2.034,3,0.6781,0.6781
4,26,1.833,3,0.611,0.611
5,合計,10.321,20,0.5161,0.5161
5,27,2.894,4,0.7234,0.7234
5,28,1.959,4,0.4899,0.4899
5,29,1.911,4,0.4777,0.4777
5,30,2.035,4,0.5086,0.5086
5,31,1.523,4,0.3807,0.3807
問題区分＝本試験,人数＝56596,平均正答率＝0.5245,,,
科目＝生物,総平均点＝54.82,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,7.407,14,0.529,0.5079
1,1,2.388,4,0.597,0.597
1,2,3.947,5,0.7893,0.7123
1,3,1.072,5,0.2144,0.2144
2,合計,10.895,17,0.6409,0.6234
2,4,2.421,4,0.6052,0.6052
2,5,3.325,4,0.8313,0.8313
2,6,1.944,4,0.486,0.486
2,7,3.205,5,0.641,0.571
3,合計,7.276,16,0.4547,0.2858
3,8-9,3.253,6,0.5422,0.2346
3,10,1.667,5,0.3334,0.1519
3,11,2.355,5,0.4711,0.4711
4,合計,10.454,19,0.5502,0.5088
4,12,4.218,5,0.8436,0.7883
4,13-14,2.223,5,0.4446,0.4007
4,15,0.869,4,0.2173,0.2173
4,16,3.144,5,0.6288,0.6288
5,合計,7.244,14,0.5174,0.5331
5,17,0.883,5,0.1765,0.1765
5,18,3.012,4,0.7529,0.7529
5,19,3.35,5,0.67,0.67
6,合計,11.546,20,0.5773,0.5827
6,20,1.455,4,0.3639,0.3639
6,21,1.001,2,0.5006,0.5006
6,22,1.034,2,0.5171,0.5171
6,23,1.247,2,0.6235,0.6235
6,24,2.077,3,0.6924,0.6924
6,25,2.384,3,0.7946,0.7946
6,26,2.347,4,0.5868,0.5868
問題区分＝本試験,人数＝1792,平均正答率＝0.5553,,,
科目＝地学,総平均点＝56.62,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,13.866,20,0.6933,0.6933
1,1,2.982,4,0.7455,0.7455
1,2,3.199,4,0.7997,0.7997
1,3,2.652,4,0.6629,0.6629
1,4,2.875,4,0.7188,0.7188
1,5,2.158,4,0.5396,0.5396
2,合計,9.589,15,0.6392,0.6271
2,6,2.692,4,0.673,0.673
2,7,2.888,4,0.7221,0.7221
2,8,2.674,4,0.6685,0.6685
2,9,1.334,3,0.4448,0.4448
3,合計,14.509,25,0.5804,0.543
3,10,2.08,4,0.5201,0.5201
3,11,2.138,4,0.5346,0.5346
3,12,2.18,3,0.7266,0.7266
3,13,2.317,4,0.5792,0.5792
3,14,2.275,4,0.5686,0.5686
3,15-16,3.519,6,0.5865,0.3287
4,合計,11.202,21,0.5334,0.5388
4,17,1.798,3,0.5993,0.5993
4,18,1.768,4,0.442,0.442
4,19,1.947,3,0.649,0.649
4,20,2.232,4,0.558,0.558
4,21,1.441,3,0.4805,0.4805
4,22,2.016,4,0.5039,0.5039
5,合計,7.457,19,0.3925,0.3943
5,23,1.411,4,0.3527,0.3527
5,24,1.917,4,0.4794,0.4794
5,25,1.287,3,0.4291,0.4291
5,26,0.933,4,0.2333,0.2333
5,27,1.908,4,0.4771,0.4771
問題区分＝本試験,人数＝449328,平均正答率＝0.5304,,,
科目＝英語（リーディング）,総平均点＝51.54,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,6.946,10,0.6946,0.6946
1,1,1.692,2,0.8462,0.8462
1,2,1.478,2,0.739,0.739
1,3,1.273,2,0.6364,0.6364
1,4,1.31,2,0.6551,0.6551
1,5,1.192,2,0.5961,0.5961
2,合計,13.153,20,0.6576,0.6576
2,6,1.575,2,0.7876,0.7876
2,7,1.092,2,0.5461,0.5461
2,8,0.939,2,0.4693,0.4693
2,9,1.155,2,0.5776,0.5776
2,10,1.655,2,0.8275,0.8275
2,11,1.35,2,0.675,0.675
2,12,1.211,2,0.6056,0.6056
2,13,1.279,2,0.6397,0.6397
2,14,1.331,2,0.6653,0.6653
2,15,1.565,2,0.7825,0.7825
3,合計,8.814,15,0.5876,0.5876
3,16,1.702,3,0.5674,0.5674
3,17,1.978,3,0.6593,0.6593
3,18-21,1.705,3,0.5684,0.5684
3,22,1.712,3,0.5708,0.5708
3,23,1.717,3,0.5722,0.5722
4,合計,8.793,16,0.5496,0.5442
4,24,1.621,3,0.5404,0.5404
4,25,1.568,3,0.5228,0.5228
4,26,1.688,3,0.5626,0.5626
4,27,0.954,2,0.4769,0.4769
4,28,1.052,2,0.5258,0.5258
4,29,1.91,3,0.6368,0.6368
5,合計,5.595,15,0.373,0.373
5,30-33,0.705,3,0.2351,0.2351
5,34,1.839,3,0.6129,0.6129
5,35-36,0.574,3,0.1912,0.1912
5,37,1.197,3,0.3989,0.3989
5,38,1.28,3,0.4267,0.4267
6,合計,8.237,24,0.3432,0.3444
6,39-40,1.099,3,0.3663,0.3663
6,41,0.844,3,0.2814,0.2814
6,42,1.394,3,0.4648,0.4648
6,43,0.988,3,0.3295,0.3295
6,44,0.877,2,0.4386,0.4386
6,45,0.541,2,0.2706,0.2706
6,46-47,0.827,3,0.2757,0.2757
6,48,0.958,3,0.3192,0.3192
6,49,0.708,2,0.3538,0.3538
問題区分＝本試験,人数＝101,平均正答率＝0.6361,,,
科目＝ドイツ語,総平均点＝130.95,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,13.188,21,0.628,0.628
1,1,1.871,3,0.6238,0.6238
1,2,1.396,3,0.4653,0.4653
1,3,1.96,3,0.6535,0.6535
1,4,1.663,3,0.5545,0.5545
1,5,2.079,3,0.6931,0.6931
1,6,2.198,3,0.7327,0.7327
1,7,2.02,3,0.6733,0.6733
2,合計,14.347,24,0.5978,0.5978
2,8,2.257,3,0.7525,0.7525
2,9,1.723,3,0.5743,0.5743
2,10,2.109,3,0.703,0.703
2,11,1.812,3,0.604,0.604
2,12,1.337,3,0.4455,0.4455
2,13,2.079,3,0.6931,0.6931
2,14,1.782,3,0.5941,0.5941
2,15,1.248,3,0.4158,0.4158
3,合計,10.792,20,0.5396,0.5396
3,16-17,2.475,5,0.495,0.495
3,18-19,2.475,5,0.495,0.495
3,20-21,3.02,5,0.604,0.604
3,22-23,2.822,5,0.5644,0.5644
4,合計,31.089,40,0.7772,0.7454
4,24,3.812,5,0.7624,0.7624
4,25,4.208,5,0.8416,0.8416
4,26,3.366,5,0.6733,0.6733
4,27,4.208,5,0.8416,0.8416
4,28,3.218,5,0.6436,0.6436
4,29,3.663,5,0.7327,0.7327
4,30-31,8.614,10,0.8614,0.7228
5,合計,22.228,30,0.7409,0.7409
5,32,2.921,5,0.5842,0.5842
5,33,3.812,5,0.7624,0.7624
5,34,3.911,5,0.7822,0.7822
5,35,3.911,5,0.7822,0.7822
5,36,4.01,5,0.802,0.802
5,37,3.663,5,0.7327,0.7327
6,合計,19.158,30,0.6386,0.5921
6,38-39,2.277,5,0.4554,0.4554
6,40,3.465,5,0.6931,0.6931
6,41,3.861,5,0.7723,0.7723
6,42,2.772,5,0.5545,0.5545
6,43-44,6.782,10,0.6782,0.4851
7,合計,20.149,35,0.5757,0.5757
7,45,2.822,5,0.5644,0.5644
7,46,2.624,5,0.5248,0.5248
7,47,3.218,5,0.6436,0.6436
7,48,3.168,5,0.6337,0.6337
7,49,2.871,5,0.5743,0.5743
7,50,2.97,5,0.5941,0.5941
7,51,2.475,5,0.495,0.495
問題区分＝本試験,人数＝90,平均正答率＝0.6190,,,
科目＝フランス語,総平均点＝125.36,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,7.4,10,0.74,0.74
1,1,1.578,2,0.7889,0.7889
1,2,1.667,2,0.8333,0.8333
1,3,1.4,2,0.7,0.7
1,4,1.533,2,0.7667,0.7667
1,5,1.222,2,0.6111,0.6111
2,合計,10.8,20,0.54,0.54
2,6,2.133,4,0.5333,0.5333
2,7,2.933,4,0.7333,0.7333
2,8,2.711,4,0.6778,0.6778
2,9,1.778,4,0.4444,0.4444
2,10,1.244,4,0.3111,0.3111
3,合計,12.467,21,0.5937,0.5937
3,11,2,3,0.6667,0.6667
3,12,1.933,3,0.6444,0.6444
3,13,1.7,3,0.5667,0.5667
3,14,1.433,3,0.4778,0.4778
3,15,1.9,3,0.6333,0.6333
3,16,1.867,3,0.6222,0.6222
3,17,1.633,3,0.5444,0.5444
4,合計,9.833,18,0.5463,0.5463
4,18,1.767,3,0.5889,0.5889
4,19,0.933,3,0.3111,0.3111
4,20,2.167,3,0.7222,0.7222
4,21,1.667,3,0.5556,0.5556
4,22,1.9,3,0.6333,0.6333
4,23,1.4,3,0.4667,0.4667
5,合計,17.056,25,0.6822,0.6822
5,24,3.722,5,0.7444,0.7444
5,25,1.833,5,0.3667,0.3667
5,26,3.5,5,0.7,0.7
5,27,3.833,5,0.7667,0.7667
5,28,4.167,5,0.8333,0.8333
6,合計,15.111,25,0.6044,0.6044
6,29,3.389,5,0.6778,0.6778
6,30,1.667,5,0.3333,0.3333
6,31,4.111,5,0.8222,0.8222
6,32,2.944,5,0.5889,0.5889
6,33,3,5,0.6,0.6
7,合計,25.267,38,0.6649,0.6444
7,34,3.167,5,0.6333,0.6333
7,35,3.889,5,0.7778,0.7778
7,36-37,5.156,8,0.6444,0.4889
7,38,3.167,5,0.6333,0.6333
7,39,3.722,5,0.7444,0.7444
7,40,2.444,5,0.4889,0.4889
7,41,3.722,5,0.7444,0.7444
8,合計,27.422,43,0.6377,0.6167
8,42,3.056,5,0.6111,0.6111
8,43,3.889,5,0.7778,0.7778
8,44,3.167,5,0.6333,0.6333
8,45,3.889,5,0.7778,0.7778
8,46,2.722,5,0.5444,0.5444
8,47,2.722,5,0.5444,0.5444
8,48-49,4.533,8,0.5667,0.3556
8,50,3.444,5,0.6889,0.6889
問題区分＝本試験,人数＝781,平均正答率＝0.8508,,,
科目＝中国語,総平均点＝172.08,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,30.397,36,0.8444,0.8444
1,1,3.59,4,0.8976,0.8976
1,2,3.693,4,0.9232,0.9232
1,3,3.288,4,0.822,0.822
1,4,2.279,4,0.5698,0.5698
1,5,2.73,4,0.6825,0.6825
1,6,3.529,4,0.8822,0.8822
1,7,3.698,4,0.9245,0.9245
1,8,3.826,4,0.9565,0.9565
1,9,3.764,4,0.9411,0.9411
2,合計,28.85,32,0.9016,0.9016
2,10,3.918,4,0.9795,0.9795
2,11,3.795,4,0.9488,0.9488
2,12,3.677,4,0.9193,0.9193
2,13,3.385,4,0.8464,0.8464
2,14,3.206,4,0.8015,0.8015
2,15,3.452,4,0.863,0.863
2,16,3.652,4,0.9129,0.9129
2,17,3.764,4,0.9411,0.9411
3,合計,24.681,28,0.8815,0.8815
3,18-19,3.79,4,0.9475,0.9475
3,20-21,3.759,4,0.9398,0.9398
3,22-23,3.549,4,0.8873,0.8873
3,24,3.672,4,0.9181,0.9181
3,25,3.186,4,0.7964,0.7964
3,26,3.421,4,0.8553,0.8553
3,27,3.303,4,0.8259,0.8259
4,合計,43.729,52,0.8409,0.7973
4,28-29,7.124,8,0.8905,0.8054
4,30,2.366,4,0.5915,0.5915
4,31,3.022,4,0.7554,0.7554
4,32-33,7.516,10,0.7516,0.516
4,34-35,7.288,8,0.911,0.8412
4,36,3.877,4,0.9693,0.9693
4,37,3.79,4,0.9475,0.9475
4,38,4.225,5,0.8451,0.8451
4,39,4.52,5,0.904,0.904
5,合計,44.42,52,0.8542,0.8428
5,40,3.621,4,0.9052,0.9052
5,41,3.908,4,0.977,0.977
5,42,3.344,4,0.8361,0.8361
5,43,3.206,4,0.8015,0.8015
5,44,4.872,5,0.9744,0.9744
5,45,1.876,5,0.3752,0.3752
5,46,4.609,5,0.9219,0.9219
5,47,3.554,4,0.8886,0.8886
5,48,4.673,5,0.9347,0.9347
5,49-50,10.755,12,0.8963,0.8131
問題区分＝本試験,人数＝206,平均正答率＝0.7026,,,
科目＝韓国語,総平均点＝145.67,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,25.398,40,0.635,0.635
1,1,2.155,4,0.5388,0.5388
1,2,2.583,4,0.6456,0.6456
1,3,3.456,4,0.8641,0.8641
1,4,2.563,4,0.6408,0.6408
1,5,2.233,4,0.5583,0.5583
1,6,2.35,4,0.5874,0.5874
1,7,2.835,4,0.7087,0.7087
1,8,2.039,4,0.5097,0.5097
1,9,2.155,4,0.5388,0.5388
1,10,3.029,4,0.7573,0.7573
2,合計,39.393,50,0.7879,0.7879
2,11,4.49,5,0.8981,0.8981
2,12,3.689,5,0.7379,0.7379
2,13,4.126,5,0.8252,0.8252
2,14,3.641,5,0.7282,0.7282
2,15,3.811,5,0.7621,0.7621
2,16,3.859,5,0.7718,0.7718
2,17,3.228,5,0.6456,0.6456
2,18,4.442,5,0.8883,0.8883
2,19,3.883,5,0.7767,0.7767
2,20,4.223,5,0.8447,0.8447
3,合計,37.306,50,0.7461,0.6595
3,21-22,8.641,10,0.8641,0.7767
3,23,3.859,5,0.7718,0.7718
3,24,3.228,5,0.6456,0.6456
3,25-26,8.204,10,0.8204,0.6845
3,27-28,7.816,10,0.7816,0.6262
3,29,3.18,5,0.6359,0.6359
3,30,2.379,5,0.4757,0.4757
4,合計,43.568,60,0.7261,0.7132
4,31,3.553,4,0.8883,0.8883
4,32,2.835,4,0.7087,0.7087
4,33,2.524,4,0.6311,0.6311
4,34,3.519,5,0.7039,0.7039
4,35,4.296,5,0.8592,0.8592
4,36,3.568,5,0.7136,0.7136
4,37,3.665,5,0.733,0.733
4,38,3.883,5,0.7767,0.7767
4,39,3.568,5,0.7136,0.7136
4,40,4.029,5,0.8058,0.8058
4,41,2.476,5,0.4951,0.4951
4,42-43,5.65,8,0.7063,0.5291
問題区分＝本試験,人数＝447519,平均正答率＝0.6583,,,
科目＝英語（リスニング）,総平均点＝67.24,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,18.827,25,0.7531,0.7638
1,1,3.712,4,0.9281,0.9281
1,2,3.157,4,0.7893,0.7893
1,3,2.42,4,0.605,0.605
1,4,1.857,4,0.4643,0.4643
1,5,2.347,3,0.7822,0.7822
1,6,2.906,3,0.9687,0.9687
1,7,2.428,3,0.8094,0.8094
2,合計,14.188,16,0.8867,0.8867
2,8,3.975,4,0.9936,0.9936
2,9,3.071,4,0.7678,0.7678
2,10,3.905,4,0.9764,0.9764
2,11,3.237,4,0.8091,0.8091
3,合計,9.576,18,0.532,0.532
3,12,1.426,3,0.4753,0.4753
3,13,2.29,3,0.7632,0.7632
3,14,1.488,3,0.4958,0.4958
3,15,1.434,3,0.478,0.478
3,16,1.326,3,0.4421,0.4421
3,17,1.612,3,0.5374,0.5374
4,合計,9.038,12,0.7532,0.7486
4,18-21,3.215,4,0.8037,0.8037
4,22,0.917,1,0.9173,0.9173
4,23,0.624,1,0.6244,0.6244
4,24,0.789,1,0.7892,0.7892
4,25,0.645,1,0.6449,0.6449
4,26,2.848,4,0.7119,0.7119
5,合計,6.092,15,0.4061,0.3612
5,27,1.592,3,0.5306,0.5306
5,28-29,0.34,2,0.1698,0.1698
5,30-31,0.263,2,0.1316,0.1316
5,32,2.185,4,0.5463,0.5463
5,33,1.712,4,0.428,0.428
6,合計,9.514,14,0.6796,0.6705
6,34,1.675,3,0.5584,0.5584
6,35,1.963,3,0.6545,0.6545
6,36,2.247,4,0.5617,0.5617
6,37,3.629,4,0.9073,0.9073
