*** 令和５年度 設問別得点率及び正答率 ***,,,,,
問題区分＝本試験,人数＝445358,平均正答率＝0.5448,,,
科目＝国語,総平均点＝105.74,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,ﾆ,1.438,2,0.7192,0.7192
1,ﾇ,2.412,3,0.804,0.804
2,合計,20.463,30,0.6821,0.703
2,ｱ,0.895,1,0.8946,0.8946
2,ｲ-ｴ,2.783,3,0.9277,0.9277
2,ｵ,0.835,1,0.8353,0.8353
2,ｶ,0.823,1,0.8229,0.8229
2,ｷ,0.77,1,0.7699,0.7699
2,ｸ,0.761,1,0.7613,0.7613
2,ｹ-ｻ,1.275,3,0.4249,0.4249
2,ｼ,1.028,2,0.514,0.514
2,ｽ-ｿ,0.761,2,0.3803,0.3803
2,ﾀ-ﾂ,2.496,3,0.8321,0.8321
2,ﾃ-ﾈ,2.615,3,0.8718,0.8718
2,ﾉ,1.803,3,0.6011,0.6011
2,ﾊ,2.17,3,0.7233,0.7233
2,ﾋ,1.447,3,0.4825,0.4825
3,合計,6.086,20,0.3043,0.3229
3,ｱ,0.337,1,0.3372,0.3372
3,ｲ-ｳ,0.463,1,0.4627,0.4627
3,ｴ,0.723,2,0.3616,0.3616
3,ｵ,0.718,2,0.3592,0.3592
3,ｶ-ｸ,0.499,2,0.2493,0.2493
3,ｹ,0.609,2,0.3045,0.3045
3,ｺ-ｻ,0.472,1,0.4718,0.4718
3,ｼ-ｽ,0.974,2,0.487,0.487
3,ｾ,0.341,1,0.3411,0.3411
3,ｿ,0.236,1,0.2361,0.2361
3,ﾀ,0.558,3,0.1861,0.1861
3,ﾁ-ﾂ,0.156,2,0.078,0.078
4,合計,11.447,20,0.5724,0.5628
4,ｱ,1.764,2,0.8819,0.8819
4,ｲ-ｳ,2.306,3,0.7687,0.7687
4,ｴ-ｵ,1.644,3,0.548,0.548
4,ｶ-ｷ,1.142,2,0.571,0.571
4,ｸ,1.347,2,0.6737,0.6737
4,ｹ,0.914,2,0.4571,0.4571
4,ｺ,0.804,2,0.4022,0.4022
4,ｻ-ｾ,0.842,2,0.4209,0.4209
4,ｿ,0.684,2,0.3418,0.3418
5,合計,10.965,20,0.5483,0.5627
5,ｱ-ｴ,1.88,2,0.94,0.94
5,ｵ,1.639,2,0.8194,0.8194
5,ｶ,1.673,2,0.8364,0.8364
5,ｷ,2.22,3,0.7401,0.7401
5,ｸ,0.814,3,0.2713,0.2713
5,ｹ,0.89,2,0.4451,0.4451
5,ｺ,1.021,2,0.5105,0.5105
5,ｻ,0.491,3,0.1635,0.1635
5,ｼ,0.338,1,0.3376,0.3376
問題区分＝本試験,人数＝1408,平均正答率＝0.5080,,,
科目＝簿記・会計,総平均点＝50.80,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,24.892,40,0.6223,0.6223
1,ｱ,1.27,2,0.6349,0.6349
1,ｲ,1.307,2,0.6534,0.6534
1,ｳ,0.78,2,0.3899,0.3899
1,ｴ,0.946,2,0.473,0.473
1,ｵ-ｶ,1.818,2,0.9091,0.9091
1,ｷ-ｸ,1.768,2,0.8842,0.8842
1,ｹ-ｻ,1.077,2,0.5384,0.5384
1,ｼ-ｾ,0.864,2,0.4318,0.4318
1,ｿ,1.405,2,0.7024,0.7024
1,ﾀ-ﾁ,0.778,2,0.3892,0.3892
1,ﾂ,0.825,2,0.4126,0.4126
1,ﾃ,1.553,2,0.7763,0.7763
1,ﾄ,1.288,2,0.6442,0.6442
1,ﾅ,1.295,2,0.6477,0.6477
1,ﾆ,1.32,2,0.6598,0.6598
1,ﾇ,1.402,2,0.701,0.701
1,ﾈ,1.714,2,0.8572,0.8572
1,ﾉ,0.886,2,0.4432,0.4432
1,ﾊ,1.257,2,0.6286,0.6286
1,ﾋ,1.338,2,0.669,0.669
2,合計,13.567,30,0.4522,0.4522
2,ｱ,1.389,2,0.6946,0.6946
2,ｲ,1.109,2,0.5547,0.5547
2,ｳ-ｴ,0.598,2,0.299,0.299
2,ｵ,0.709,2,0.3544,0.3544
2,ｶ-ｷ,0.741,2,0.3707,0.3707
2,ｸ,1.072,2,0.5362,0.5362
2,ｹ-ｺ,0.744,2,0.3722,0.3722
2,ｻ,1.53,2,0.7649,0.7649
2,ｼ-ｽ,1.199,2,0.5994,0.5994
2,ｾ,0.747,2,0.3736,0.3736
2,ｿ,1.281,2,0.6406,0.6406
2,ﾀ,0.915,2,0.4574,0.4574
2,ﾁ-ﾃ,0.591,2,0.2955,0.2955
2,ﾄ-ﾅ,0.814,2,0.407,0.407
2,ﾆ-ﾇ,0.126,2,0.0632,0.0632
3,合計,12.337,30,0.4112,0.4112
3,ｱ-ｲ,0.766,2,0.3828,0.3828
3,ｳ-ｴ,0.348,2,0.174,0.174
3,ｵ,0.893,2,0.4467,0.4467
3,ｶ-ｷ,1.03,2,0.5149,0.5149
3,ｸ-ｺ,0.96,2,0.4801,0.4801
3,ｻ-ｼ,0.516,2,0.2578,0.2578
3,ｽ,1.146,2,0.5732,0.5732
3,ｾ-ｿ,1.391,2,0.6953,0.6953
3,ﾀ-ﾂ,0.27,2,0.1349,0.1349
3,ﾃ,1.077,2,0.5384,0.5384
3,ﾄ-ﾆ,0.457,2,0.2287,0.2287
3,ﾇ,1.205,2,0.6023,0.6023
3,ﾈ,0.619,2,0.3097,0.3097
3,ﾉ-ﾋ,0.328,2,0.1641,0.1641
3,ﾌ,1.331,2,0.6655,0.6655
問題区分＝本試験,人数＝410,平均正答率＝0.5776,,,
科目＝情報関係基礎,総平均点＝60.68,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,19.298,30,0.6433,0.6433
1,ｱ,1.434,2,0.7171,0.7171
1,ｲ,1.068,2,0.5341,0.5341
1,ｳ,0.376,2,0.1878,0.1878
1,ｴ,1.912,2,0.9561,0.9561
1,ｵ-ｷ,1.22,2,0.6098,0.6098
1,ｸ,1.18,2,0.5902,0.5902
1,ｹ-ｺ,1.005,2,0.5024,0.5024
1,ｻ,1.293,2,0.6463,0.6463
1,ｼ,1.434,2,0.7171,0.7171
1,ｽ,1.751,2,0.8756,0.8756
1,ｾ,1.176,2,0.5878,0.5878
1,ｿ,1.873,2,0.9366,0.9366
1,ﾀ,1.81,2,0.9049,0.9049
1,ﾁ,0.537,2,0.2683,0.2683
1,ﾂ,1.229,2,0.6146,0.6146
2,合計,24.283,35,0.6938,0.6888
2,ｱ,1.932,2,0.9659,0.9659
2,ｲ,1.893,2,0.9463,0.9463
2,ｳ,1.922,2,0.961,0.961
2,ｴ,1.693,2,0.8463,0.8463
2,ｵ,2.59,3,0.8634,0.8634
2,ｶ,1.912,2,0.9561,0.9561
2,ｷ,1.683,2,0.8415,0.8415
2,ｸ,1.424,2,0.7122,0.7122
2,ｹ,1.405,2,0.7024,0.7024
2,ｺ-ｻ,1.702,2,0.8512,0.8512
2,ｼ,0.868,2,0.4341,0.4341
2,ｽ,1.395,2,0.6976,0.6976
2,ｾ,1.395,2,0.6976,0.6976
2,ｿ,0.868,2,0.4341,0.4341
2,ﾀ,0.732,2,0.3659,0.3659
2,ﾁ,0.561,2,0.2805,0.2805
2,ﾂ,0.307,2,0.1537,0.1537
3,合計,17.283,35,0.4938,0.5018
3,ｱ-ｴ,1.455,2,0.7273,0.7273
3,ｵ,1.101,2,0.5505,0.5505
3,ｶ,1.515,2,0.7576,0.7576
3,ｷ,1.273,3,0.4242,0.4242
3,ｸ,1.293,2,0.6465,0.6465
3,ｹ,1.101,2,0.5505,0.5505
3,ｺ,0.662,1,0.6616,0.6616
3,ｻ-ｼ,0.581,1,0.5808,0.5808
3,ｽ,1.621,3,0.5404,0.5404
3,ｾ,0.737,2,0.3687,0.3687
3,ｿ,1.5,3,0.5,0.5
3,ﾀ,1.364,3,0.4545,0.4545
3,ﾁ,0.773,3,0.2576,0.2576
3,ﾂ,0.348,1,0.3485,0.3485
3,ﾃ,0.414,1,0.4141,0.4141
3,ﾄ,0.348,1,0.3485,0.3485
3,ﾅ,1.197,3,0.399,0.399
4,合計,16.92,35,0.4834,0.4842
4,ｱ,0.915,2,0.4575,0.4575
4,ｲ-ｳ,1.255,2,0.6274,0.6274
4,ｴ-ｵ,1.83,2,0.9151,0.9151
4,ｶ-ｸ,1.66,2,0.8302,0.8302
4,ｹ,0.991,2,0.4953,0.4953
4,ｺ-ｻ,1.373,3,0.4575,0.4575
4,ｼ,1.198,2,0.5991,0.5991
4,ｽ,0.925,2,0.4623,0.4623
4,ｾ,0.792,2,0.3962,0.3962
4,ｿ,1.274,2,0.6368,0.6368
4,ﾀ,1.16,2,0.5802,0.5802
4,ﾁ,0.877,2,0.4387,0.4387
4,ﾂ,0.623,2,0.3113,0.3113
4,ﾃ,0.104,2,0.0519,0.0519
4,ﾄ,0.434,2,0.217,0.217
4,ﾅ-ﾇ,1.009,2,0.5047,0.5047
4,ﾈ-ﾊ,0.5,2,0.25,0.25
問題区分＝本試験,人数＝17978,平均正答率＝0.5735,,,
科目＝物理基礎,総平均点＝28.19,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,8.179,16,0.5112,0.5112
1,1,1.981,4,0.4953,0.4953
1,2,1.47,4,0.3675,0.3675
1,3,2.348,4,0.5871,0.5871
1,4,2.38,4,0.5949,0.5949
2,合計,11.099,18,0.6166,0.6166
2,5,2.883,3,0.9611,0.9611
2,6,1.628,3,0.5428,0.5428
2,7,1.901,3,0.6337,0.6337
2,8,1.482,3,0.4939,0.4939
2,9,1.416,3,0.4719,0.4719
2,10,1.789,3,0.5962,0.5962
3,合計,8.907,16,0.5567,0.5719
3,11,1.881,2,0.9405,0.9405
3,12,1.666,2,0.8331,0.8331
3,13,1.701,4,0.4252,0.4252
3,14,0.701,2,0.3505,0.3505
3,15,0.571,2,0.2853,0.2853
3,16,2.387,4,0.5968,0.5968
問題区分＝本試験,人数＝95515,平均正答率＝0.5640,,,
科目＝化学基礎,総平均点＝29.42,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,18.072,30,0.6024,0.6213
1,1,2.658,3,0.886,0.886
1,2,2.231,3,0.7437,0.7437
1,3,1.631,3,0.5437,0.5437
1,4,2.219,3,0.7396,0.7396
1,5,1.694,3,0.5646,0.5646
1,6,1.462,4,0.3655,0.3655
1,7,2.456,3,0.8186,0.8186
1,8,2.415,4,0.6037,0.6037
1,9,1.306,4,0.3265,0.3265
2,合計,11.35,20,0.5675,0.4902
2,10-12,2.405,3,0.8016,0.8016
2,13,1.939,3,0.6464,0.6464
2,14,2.311,3,0.7702,0.7702
2,15-16,2.196,4,0.549,0.2834
2,17,1.916,3,0.6385,0.6385
2,18,0.398,2,0.1988,0.1988
2,19-20,0.186,2,0.0928,0.0928
問題区分＝本試験,人数＝119730,平均正答率＝0.4845,,,
科目＝生物基礎,総平均点＝24.66,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,7.54,16,0.4712,0.4792
1,1,1.627,3,0.5422,0.5422
1,2,1.854,3,0.6181,0.6181
1,3,0.963,3,0.3209,0.3209
1,4,1.688,3,0.5627,0.5627
1,5,1.408,4,0.352,0.352
2,合計,9.309,17,0.5476,0.5
2,6-8,2.593,4,0.6482,0.5247
2,9,1.675,3,0.5583,0.5583
2,10,1.535,3,0.5116,0.5116
2,11,1.307,3,0.4356,0.4356
2,12,2.2,4,0.5501,0.4699
3,合計,7.807,17,0.4593,0.4761
3,13,1.396,3,0.4654,0.4654
3,14,0.935,3,0.3117,0.3117
3,15,1.311,4,0.3278,0.2194
3,16,1.334,3,0.4446,0.4446
3,17,1.279,2,0.6396,0.6396
3,18,1.552,2,0.7759,0.7759
問題区分＝本試験,人数＝43070,平均正答率＝0.7044,,,
科目＝地学基礎,総平均点＝35.03,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,14.13,19,0.7437,0.7431
1,1,3.014,4,0.7535,0.7535
1,2,2.234,3,0.7447,0.7447
1,3,2.36,3,0.7867,0.7867
1,4,1.822,3,0.6073,0.6073
1,5,2.19,3,0.7299,0.7299
1,6,2.51,3,0.8366,0.8366
2,合計,4.538,7,0.6483,0.6423
2,7,2.737,4,0.6843,0.6843
2,8,1.801,3,0.6004,0.6004
3,合計,9.125,14,0.6518,0.6685
3,9,2.224,4,0.556,0.556
3,10,2.081,3,0.6937,0.6937
3,11,2.632,3,0.8775,0.8775
3,12,2.187,4,0.5468,0.5468
4,合計,7.238,10,0.7238,0.7163
4,13,3.164,4,0.791,0.791
4,14,1.951,3,0.6503,0.6503
4,15,2.123,3,0.7076,0.7076
問題区分＝本試験,人数＝144914,平均正答率＝0.6163,,,
科目＝物理,総平均点＝63.39,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,15.442,25,0.6177,0.602
1,1,4.459,5,0.8919,0.8919
1,2,1.468,2,0.7341,0.7341
1,3,0.725,3,0.2416,0.2416
1,4,1.296,2,0.6478,0.6478
1,5,1.5,3,0.5,0.5
1,6,2.023,5,0.4046,0.4046
1,7,3.972,5,0.7943,0.7943
2,合計,15.522,25,0.6209,0.6097
2,8,3.567,5,0.7134,0.7134
2,9-11,2.424,5,0.4848,0.4829
2,12,3.287,4,0.8217,0.8217
2,13-14,4.058,6,0.6763,0.5932
2,15,2.187,5,0.4374,0.4374
3,合計,17.594,25,0.7038,0.683
3,16,3.421,5,0.6842,0.6205
3,17,3.903,5,0.7805,0.7805
3,18,3.739,5,0.7477,0.7074
3,19,3.288,5,0.6576,0.6576
3,20,3.244,5,0.6487,0.6487
4,合計,14.828,25,0.5931,0.5827
4,21,3.112,5,0.6224,0.6224
4,22,3.577,5,0.7154,0.7154
4,23,1.199,2,0.5997,0.5997
4,24,1.282,3,0.4272,0.4272
4,25,3.816,5,0.7631,0.7631
4,26,1.842,5,0.3685,0.3685
問題区分＝本試験,人数＝182224,平均正答率＝0.4750,,,
科目＝化学,総平均点＝48.56,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,10.301,20,0.5151,0.5254
1,1,1.574,3,0.5246,0.5246
1,2,1.836,3,0.612,0.612
1,3,1.694,4,0.4235,0.4235
1,4,0.948,2,0.4741,0.4741
1,5,1.365,2,0.6825,0.6825
1,6,1.119,3,0.3731,0.3731
1,7-8,1.765,3,0.5884,0.5884
2,合計,10.017,20,0.5008,0.4544
2,9,1.664,3,0.5546,0.5546
2,10-11,2.783,4,0.6956,0.4936
2,12,2.14,4,0.5349,0.5349
2,13,1.849,3,0.6162,0.6162
2,14,0.641,3,0.2138,0.2138
2,15,0.941,3,0.3136,0.3136
3,合計,9.542,20,0.4771,0.4528
3,16,2.261,4,0.5651,0.5651
3,17-18,1.978,4,0.4944,0.4944
3,19,0.659,2,0.3293,0.3293
3,20,0.667,2,0.3336,0.3336
3,21,2.762,4,0.6905,0.6905
3,22,1.216,4,0.304,0.304
4,合計,9.984,20,0.4992,0.4916
4,23,1.572,3,0.5241,0.5241
4,24,2.5,4,0.6251,0.6251
4,25,2.039,4,0.5098,0.5098
4,26-28,1.267,3,0.4222,0.4222
4,29,1.559,3,0.5198,0.5198
4,30,1.046,3,0.3486,0.3486
5,合計,8.717,20,0.4358,0.4358
5,31,2.068,4,0.5169,0.5169
5,32,2.517,4,0.6293,0.6293
5,33,1.321,4,0.3303,0.3303
5,34,1.479,4,0.3697,0.3697
5,35,1.332,4,0.333,0.333
問題区分＝本試験,人数＝57895,平均正答率＝0.3687,,,
科目＝生物,総平均点＝39.74,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,8.293,17,0.4878,0.4927
1,1,1.685,4,0.4212,0.4212
1,2,3.34,4,0.8351,0.8351
1,3,1.801,4,0.4502,0.4502
1,4,1.466,5,0.2933,0.2644
2,合計,8.121,18,0.4511,0.356
2,5,0.569,4,0.1423,0.1423
2,6-7,3.443,6,0.5738,0.2543
2,8,3.095,4,0.7738,0.7738
2,9,1.014,4,0.2534,0.2534
3,合計,4.087,12,0.3406,0.3406
3,10,1.77,4,0.4426,0.4426
3,11,0.526,4,0.1316,0.1316
3,12,1.79,4,0.4476,0.4476
4,合計,6.25,20,0.3125,0.2966
4,13,1.306,4,0.3265,0.3265
4,14,0.943,4,0.2357,0.2357
4,15,1.4,4,0.3499,0.3499
4,16,0.226,2,0.1129,0.1129
4,17,0.896,2,0.4481,0.4481
4,18,1.48,4,0.37,0.3067
5,合計,6.647,19,0.3498,0.3323
5,19,0.167,2,0.0834,0.0834
5,20,0.73,3,0.2435,0.2435
5,21,2.538,4,0.6344,0.6344
5,22,1.292,3,0.4306,0.4306
5,23,1.461,3,0.487,0.487
5,24,0.459,4,0.1148,0.1148
6,合計,6.338,14,0.4527,0.441
6,25,1.618,4,0.4046,0.4046
6,26,2.567,4,0.6416,0.6416
6,27,1.316,3,0.4388,0.4388
6,28,0.837,3,0.279,0.279
問題区分＝本試験,人数＝1659,平均正答率＝0.5022,,,
科目＝地学,総平均点＝49.85,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,10.115,20,0.5057,0.5057
1,1,2.184,4,0.5461,0.5461
1,2,2.025,4,0.5063,0.5063
1,3,2.042,4,0.5105,0.5105
1,4,1.811,4,0.4527,0.4527
1,5,2.052,4,0.513,0.513
2,合計,9.177,18,0.5098,0.4978
2,6,2.274,4,0.5684,0.5684
2,7,2.99,4,0.7474,0.7474
2,8,1.577,4,0.3942,0.3942
2,9,0.984,3,0.3279,0.3279
2,10,1.353,3,0.4509,0.4509
3,合計,11.04,22,0.5018,0.5052
3,11,2.074,4,0.5184,0.5184
3,12,2.228,4,0.557,0.557
3,13,1.521,4,0.3803,0.3803
3,14,1.96,4,0.4901,0.4901
3,15,1.179,3,0.393,0.393
3,16,2.078,3,0.6926,0.6926
4,合計,8.791,18,0.4884,0.5017
4,17,2.288,3,0.7625,0.7625
4,18,1.451,4,0.3629,0.3629
4,19,1.443,3,0.481,0.481
4,20,1.726,4,0.4316,0.4316
4,21,1.883,4,0.4708,0.4708
5,合計,10.728,22,0.4876,0.5002
5,22,2.177,4,0.5443,0.5443
5,23,1.26,3,0.4201,0.4201
5,24,1.758,4,0.4394,0.4394
5,25,2.57,3,0.8565,0.8565
5,26,1.437,4,0.3593,0.3593
5,27,1.526,4,0.3816,0.3816
問題区分＝本試験,人数＝463985,平均正答率＝0.5420,,,
科目＝英語（リーディング）,総平均点＝53.81,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,6.326,10,0.6326,0.6326
1,1,0.898,2,0.4488,0.4488
1,2,1.388,2,0.6938,0.6938
1,3,1.282,2,0.6411,0.6411
1,4,1.029,2,0.5145,0.5145
1,5,1.729,2,0.8646,0.8646
2,合計,12.151,20,0.6075,0.6075
2,6,1.412,2,0.7059,0.7059
2,7,1.516,2,0.7579,0.7579
2,8,1.285,2,0.6426,0.6426
2,9,1.379,2,0.6897,0.6897
2,10,1.027,2,0.5134,0.5134
2,11,1.649,2,0.8244,0.8244
2,12,1.162,2,0.581,0.581
2,13,0.86,2,0.4298,0.4298
2,14,0.575,2,0.2874,0.2874
2,15,1.286,2,0.6432,0.6432
3,合計,10.177,15,0.6784,0.6784
3,16,2.246,3,0.7486,0.7486
3,17,2.437,3,0.8122,0.8122
3,18-21,1.19,3,0.3967,0.3967
3,22,1.873,3,0.6243,0.6243
3,23,2.431,3,0.8104,0.8104
4,合計,8.935,16,0.5584,0.5485
4,24,1.609,3,0.5362,0.5362
4,25,1.616,3,0.5386,0.5386
4,26,0.966,2,0.4829,0.4829
4,27,0.911,2,0.4557,0.4557
4,28,1.563,3,0.5211,0.5211
4,29,2.271,3,0.7569,0.7569
5,合計,7.92,15,0.528,0.528
5,30,1.725,3,0.5749,0.5749
5,31,1.662,3,0.5539,0.5539
5,32-35,1.615,3,0.5383,0.5383
5,36,1.938,3,0.6461,0.6461
5,37-38,0.981,3,0.3269,0.3269
6,合計,8.304,24,0.346,0.3464
6,39,1.876,3,0.6252,0.6252
6,40,1.437,3,0.479,0.479
6,41-42,0.746,3,0.2488,0.2488
6,43,1.127,3,0.3755,0.3755
6,44,0.506,2,0.2529,0.2529
6,45-46,0.52,3,0.1735,0.1735
6,47,1.112,2,0.5558,0.5558
6,48,0.482,2,0.2411,0.2411
6,49,0.499,3,0.1662,0.1662
問題区分＝本試験,人数＝82,平均正答率＝0.6119,,,
科目＝ドイツ語,総平均点＝123.80,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,13.134,21,0.6254,0.6254
1,1,1.171,3,0.3902,0.3902
1,2,2.598,3,0.8659,0.8659
1,3,1.463,3,0.4878,0.4878
1,4,2.232,3,0.7439,0.7439
1,5,1.976,3,0.6585,0.6585
1,6,1.793,3,0.5976,0.5976
1,7,1.902,3,0.6341,0.6341
2,合計,14.085,24,0.5869,0.5869
2,8,1.244,3,0.4146,0.4146
2,9,1.829,3,0.6098,0.6098
2,10,1.902,3,0.6341,0.6341
2,11,1.683,3,0.561,0.561
2,12,1.646,3,0.5488,0.5488
2,13,2.049,3,0.6829,0.6829
2,14,1.72,3,0.5732,0.5732
2,15,2.012,3,0.6707,0.6707
3,合計,10.732,20,0.5366,0.5366
3,16-17,2.988,5,0.5976,0.5976
3,18-19,2.805,5,0.561,0.561
3,20-21,3.11,5,0.622,0.622
3,22-23,1.829,5,0.3659,0.3659
4,合計,28.598,40,0.7149,0.7149
4,24,4.146,5,0.8293,0.8293
4,25,3.78,5,0.7561,0.7561
4,26,3.659,5,0.7317,0.7317
4,27,3.902,5,0.7805,0.7805
4,28,2.805,5,0.561,0.561
4,29,3.72,5,0.7439,0.7439
4,30,2.988,5,0.5976,0.5976
4,31,3.598,5,0.7195,0.7195
5,合計,20.183,30,0.6728,0.6728
5,32,1.89,5,0.378,0.378
5,33,3.659,5,0.7317,0.7317
5,34,3.78,5,0.7561,0.7561
5,35,4.512,5,0.9024,0.9024
5,36,2.866,5,0.5732,0.5732
5,37,3.476,5,0.6951,0.6951
6,合計,17.073,30,0.5691,0.5122
6,38-39,0.976,5,0.1951,0.1951
6,40,3.841,5,0.7683,0.7683
6,41,1.768,5,0.3537,0.3537
6,42,3.78,5,0.7561,0.7561
6,43-44,6.707,10,0.6707,0.4878
7,合計,20,35,0.5714,0.5714
7,45,2.5,5,0.5,0.5
7,46,2.561,5,0.5122,0.5122
7,47,1.89,5,0.378,0.378
7,48,3.171,5,0.6341,0.6341
7,49,3.78,5,0.7561,0.7561
7,50,3.476,5,0.6951,0.6951
7,51,2.622,5,0.5244,0.5244
問題区分＝本試験,人数＝93,平均正答率＝0.6322,,,
科目＝フランス語,総平均点＝131.72,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,6.581,10,0.6581,0.6581
1,1,1.054,2,0.5269,0.5269
1,2,1.398,2,0.6989,0.6989
1,3,1.441,2,0.7204,0.7204
1,4,1.57,2,0.7849,0.7849
1,5,1.118,2,0.5591,0.5591
2,合計,11.699,20,0.5849,0.5849
2,6,2.194,4,0.5484,0.5484
2,7,2.065,4,0.5161,0.5161
2,8,1.935,4,0.4839,0.4839
2,9,2.968,4,0.7419,0.7419
2,10,2.538,4,0.6344,0.6344
3,合計,10.613,21,0.5054,0.5054
3,11,1.452,3,0.4839,0.4839
3,12,1.226,3,0.4086,0.4086
3,13,1.484,3,0.4946,0.4946
3,14,1.71,3,0.5699,0.5699
3,15,1.065,3,0.3548,0.3548
3,16,1.839,3,0.6129,0.6129
3,17,1.839,3,0.6129,0.6129
4,合計,9.71,18,0.5394,0.5394
4,18,1.677,3,0.5591,0.5591
4,19,1.29,3,0.4301,0.4301
4,20,1.355,3,0.4516,0.4516
4,21,2.258,3,0.7527,0.7527
4,22,1.677,3,0.5591,0.5591
4,23,1.452,3,0.4839,0.4839
5,合計,19.14,25,0.7656,0.7656
5,24,3.602,5,0.7204,0.7204
5,25,3.28,5,0.6559,0.6559
5,26,4.57,5,0.914,0.914
5,27,3.817,5,0.7634,0.7634
5,28,3.871,5,0.7742,0.7742
6,合計,16.075,25,0.643,0.643
6,29,3.548,5,0.7097,0.7097
6,30,1.935,5,0.3871,0.3871
6,31,3.333,5,0.6667,0.6667
6,32,3.817,5,0.7634,0.7634
6,33,3.441,5,0.6882,0.6882
7,合計,28.43,38,0.7482,0.725
7,34,3.333,5,0.6667,0.6667
7,35,4.032,5,0.8065,0.8065
7,36-37,7.14,8,0.8925,0.8172
7,38,2.796,5,0.5591,0.5591
7,39,3.978,5,0.7957,0.7957
7,40,3.226,5,0.6452,0.6452
7,41,3.925,5,0.7849,0.7849
8,合計,29.473,43,0.6854,0.6546
8,42,2.366,5,0.4731,0.4731
8,43,3.548,5,0.7097,0.7097
8,44,3.656,5,0.7312,0.7312
8,45,4.301,5,0.8602,0.8602
8,46,2.634,5,0.5269,0.5269
8,47,3.441,5,0.6882,0.6882
8,48-49,5.978,8,0.7473,0.5376
8,50,3.548,5,0.7097,0.7097
問題区分＝本試験,人数＝735,平均正答率＝0.8016,,,
科目＝中国語,総平均点＝162.76,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,29.252,36,0.8125,0.8125
1,1,3.249,4,0.8122,0.8122
1,2,3.57,4,0.8925,0.8925
1,3,2.754,4,0.6884,0.6884
1,4,2.857,4,0.7143,0.7143
1,5,3.445,4,0.8612,0.8612
1,6,3.004,4,0.751,0.751
1,7,3.907,4,0.9769,0.9769
1,8,3.755,4,0.9388,0.9388
1,9,2.71,4,0.6776,0.6776
2,合計,27.227,32,0.8509,0.8509
2,10,3.597,4,0.8993,0.8993
2,11,3.646,4,0.9116,0.9116
2,12,3.81,4,0.9524,0.9524
2,13,3.352,4,0.8381,0.8381
2,14,2.52,4,0.6299,0.6299
2,15,3.401,4,0.8503,0.8503
2,16,3.543,4,0.8857,0.8857
2,17,3.358,4,0.8395,0.8395
3,合計,24.68,28,0.8814,0.8814
3,18-19,3.184,4,0.7959,0.7959
3,20-21,3.265,4,0.8163,0.8163
3,22-23,3.516,4,0.8789,0.8789
3,24,3.722,4,0.9306,0.9306
3,25,3.717,4,0.9293,0.9293
3,26,3.761,4,0.9401,0.9401
3,27,3.516,4,0.8789,0.8789
4,合計,40.449,52,0.7779,0.6954
4,28,3.966,5,0.7932,0.7932
4,29,4.503,5,0.9007,0.9007
4,30-31,6.596,8,0.8245,0.6803
4,32-33,7.08,8,0.885,0.7823
4,34-35,6.868,8,0.8585,0.7469
4,36-37,6.612,8,0.8265,0.6952
4,38,3.776,5,0.7551,0.7551
4,39,1.048,5,0.2095,0.2095
5,合計,41.154,52,0.7914,0.7814
5,40,3.439,4,0.8599,0.8599
5,41,3.98,5,0.7959,0.7959
5,42,3.314,4,0.8286,0.8286
5,43,3.303,4,0.8259,0.8259
5,44,3.769,5,0.7537,0.7537
5,45,2.939,4,0.7347,0.7347
5,46,3.385,4,0.8463,0.8463
5,47,4.551,5,0.9102,0.9102
5,48,4.041,5,0.8082,0.8082
5,49-50,8.433,12,0.7027,0.4503
問題区分＝本試験,人数＝185,平均正答率＝0.7684,,,
科目＝韓国語,総平均点＝158.51,,,,
大問,解答番号,平均点,配点,得点率,正答率
1,合計,29.492,40,0.7373,0.7373
1,1,0.454,4,0.1135,0.1135
1,2,2.832,4,0.7081,0.7081
1,3,3.503,4,0.8757,0.8757
1,4,2.573,4,0.6432,0.6432
1,5,3.178,4,0.7946,0.7946
1,6,3.481,4,0.8703,0.8703
1,7,3.611,4,0.9027,0.9027
1,8,3.33,4,0.8324,0.8324
1,9,3.568,4,0.8919,0.8919
1,10,2.962,4,0.7405,0.7405
2,合計,43.514,50,0.8703,0.8631
2,11,4.649,5,0.9297,0.9297
2,12,4.757,5,0.9514,0.9514
2,13,3.595,5,0.7189,0.7189
2,14,4.73,5,0.9459,0.9459
2,15,4.405,5,0.8811,0.8811
2,16,3.757,5,0.7514,0.7514
2,17,4.595,5,0.9189,0.9189
